playerid,namefirst,namelast
schofdi01,Dick,Schofield
schofdi02,Dick,Schofield
schomot01,Otto,Schomberg
schooje01,Jerry,Schoonmaker
schoojo01,Jonathan,Schoop
schoomi01,Mike,Schooler
schored01,Ed,Schorr
schotge01,Gene,Schott
schoupe01,Pete,Schourek
schrapa01,Paul,Schramka
schreba01,Barney,Schreiber
schreha01,Hank,Schreiber
schreos01,Ossee,Schrecongost
schrepa01,Paul,Schreiber
schrest01,Steve,Schrenk
schrete01,Ted,Schreiber
schripo01,Pop,Schriver
schroal01,Al,Schroll
schrobi01,Bill,Schroeder
schrobo01,Bob,Schroder
schroch01,Chris,Schroder
schroke01,Ken,Schrom
schubhe01,Heinie,Schuble
schuero01,Ron,Schueler
schugaj01,A. J.,Schugel
schulal01,Al,Schulz
schular01,Art,Schult
schulba01,Barney,Schultz
schulbo01,Bob,Schultz
schulbo02,Bo,Schultz
schulbu01,Buddy,Schultz
schulda01,Dave,Schuler
schuldo01,Don,Schulze
schuler01,Erik,Schullstrom
schulfr01,Frank,Schulte
schulfr02,Fred,Schulte
schulha01,Ham,Schulte
schulho01,Howie,Schultz
schulja01,Jack,Schulte
schulje01,Jeff,Schulz
schuljo01,John,Schultz
schuljo02,John,Schulze
schuljo03,Joe,Schultz
schuljo04,Johnny,Schulte
schuljo05,Joe,Schultz
schulle01,Len,Schulte
schulmi01,Mike,Schultz
schulmi02,Mike,Schultz
schulwa01,Walt,Schulz
schulwe01,Webb,Schultz
schulwe02,Wes,Schulmerich
schumha01,Hack,Schumann
schumha02,Hal,Schumacher
schumsk01,Skip,Schumaker
schupfe01,Ferdie,Schupp
schuri01,Rick,Schu
schurwa01,Wayne,Schurr
schusbi01,Bill,Schuster
schutca01,Carl,Schutz
schwabi01,Bill,Schwartz
schwabi02,Bill,Schwartz
schwabl01,Blackie,Schwamb
schwado01,Don,Schwall
schwaje01,Jeff,Schwarz
schwaky01,Kyle,Schwarber
schwami01,Mike,Schwabe
schwara01,Randy,Schwartz
schweal01,Al,Schweitzer
schweha01,Hal,Schwenk
schwepi01,Pi,Schwert
schweru01,Rudy,Schwenck
schwiar01,Art,Schwind
schwich01,Chris,Schwinden
schwimi01,Michael,Schwimer
schypje01,Jerry,Schypinski
sciosmi01,Mike,Scioscia
scofflo01,Lou,Scoffic
scoggji01,Jim,Scoggins
sconida01,Daryl,Sconiers
scorehe01,Herb,Score
scott01,NA,Scott
scottda01,Darryl,Scott
scottdi01,Dick,Scott
scottdi02,Dick,Scott
scottdi03,Dick,Scott
scottdo01,Donnie,Scott
scotted01,Ed,Scott
scottev01,Everett,Scott
scottga01,Gary,Scott
scottge01,George,Scott
scottge02,George,Scott
scottja01,Jack,Scott
scottji01,Jim,Scott
scottji02,John,Scott
scottjo01,John,Scott
scottle01,LeGrant,Scott
scottle02,Lefty,Scott
scottlu01,Luke,Scott
scottmi01,Milt,Scott
scottmi02,Mickey,Scott
scottmi03,Mike,Scott
scottpe01,Pete,Scott
scottro01,Rodney,Scott
scottti01,Tim,Scott
scottto01,Tony,Scott
scranji01,Jim,Scranton
scribev01,Evan,Scribner
scrivch01,Chuck,Scrivener
scrugto01,Tony,Scruggs
scrugxa01,Xavier,Scruggs
scuddsc01,Scott,Scudder
scurrro01,Rod,Scurry
scutama01,Marco,Scutaro
seabosc01,Scott,Seabol
seageco01,Corey,Seager
seageky01,Kyle,Seager
sealejo01,Johnnie,Seale
seamaki01,Kim,Seaman
seaneru01,Rudy,Seanez
searara01,Ray,Searage
searcst01,Steve,Searcy
searske01,Ken,Sears
searsto01,Todd,Sears
seatoto01,Tom,Seaton
seatsto01,Tom,Seats
seaveto01,Tom,Seaver
seaybo01,Bobby,Seay
sebrabo01,Bob,Sebra
sebriji01,Jimmy,Sebring
sechrdo01,Doc,Sechrist
secorfr01,Frank,Secory
secrido01,Don,Secrist
seddoch01,Chris,Seddon
sedgwdu01,Duke,Sedgwick
sedlash01,Shawn,Sedlacek
seech01,Charlie,See
seedsbo01,Bob,Seeds
seela01,Larry,See
seelbch01,Chuck,Seelbach
seelbch02,Chris,Seelbach
seerepa01,Pat,Seerey
seeryem01,Emmett,Seery
sefcike01,Kevin,Sefcik
segelhe01,Herman,Segelke
segovza01,Zack,Segovia
segrika01,Kal,Segrist
seguida01,David,Segui
seguidi01,Diego,Segui
seguife01,Fernando,Seguignol
segurje01,Jean,Segura
segurjo01,Jose,Segura
seibeku01,Kurt,Seibert
seibeph01,Phil,Seibel
seiboso01,Socks,Seibold
seilhri01,Ricky,Seilheimer
seitzke01,Kevin,Seitzer
selbaki01,Kip,Selbach
selbybi01,Bill,Selby
seleaa01,Aaron,Sele
seleefr99,Frank,Selee
selfto01,Todd,Self
selkige01,George,Selkirk
selleje01,Jeff,Sellers
selleju01,Justin,Sellers
sellep01,Epp,Sell
selleru01,Rube,Sellers
sellsda01,Dave,Sells
selmadi01,Dick,Selma
selmafr01,Frank,Sellman
selphca01,Carey,Selph
sembeca01,Carroll,Sembera
sembemi01,Mike,Sember
semiema01,Marcus,Semien
seminan01,Andy,Seminick
seminfr01,Frank,Seminara
semprra01,Ray,Semproch
senerso01,Sonny,Senerchia
senseco01,Count,Sensenderfer
sentepa01,Paul,Sentell
sentest01,Steve,Senteney
seoanma01,Manny,Seoane
seoja01,Jae Weong,Seo
sepkote01,Ted,Sepkowski
septile01,Leyson,Septimo
seradbi01,Billy,Serad
serafda01,Dan,Serafini
serenbi01,Bill,Serena
sernapa01,Paul,Serna
serraal01,Alex,Serrano
serraji01,Jimmy,Serrano
serrawa01,Wascar,Serrano
serumga01,Gary,Serum
servasc01,Scott,Servais
servisc01,Scott,Service
sessiwa01,Walter,Sessi
settlme01,Merle,Settlemire
sevcijo01,John,Sevcik
several01,Al,Severinsen
severat01,Atahualpa,Severino
severha01,Hank,Severeid
severlu01,Luis,Severino
severpe01,Pedro,Severino
severri01,Rich,Severson
sewared01,Ed,Seward
sewarfr01,Frank,Seward
sewarge01,George,Seward
seweljo01,Joe,Sewell
sewellu01,Luke,Sewell
sewelri01,Rip,Sewell
sewelto01,Tommy,Sewell
sexauel01,Elmer,Sexauer
sexsori01,Richie,Sexson
sextoch01,Chris,Sexton
sextofr01,Frank,Sexton
sextoji01,Jimmy,Sexton
sextoto01,Tom,Sexton
seyboso01,Socks,Seybold
seyfrgo01,Gordon,Seyfried
seymocy01,Cy,Seymour
seymoja01,Jake,Seymour
shabaad01,Adam,Shabala
shackbr01,Brian,Shackelford
shafera01,Ralph,Shafer
shafeti01,Tillie,Shafer
shaff01,NA,Shaffer
shaffjo01,John,Shaffer
shaffor01,Orator,Shafer
shaffri01,Richie,Shaffer
shaffta01,Taylor,Shafer
shallgu01,Gus,Shallix
shamsar01,Art,Shamsky
shanagr01,Greg,Shanahan
shandji01,Jim,Shanley
shanewa01,Wally,Shaner
shankha01,Harvey,Shank
shankho01,Howie,Shanks
shanldo01,Doc,Shanley
shannbi01,Bill,Shanner
shannda01,Dan,Shannon
shannfr01,Frank,Shannon
shannjo01,Joe,Shannon
shannmi01,Mike,Shannon
shannow01,Owen,Shannon
shannre01,Red,Shannon
shannsp01,Spike,Shannon
shannwa01,Warren,Shanabrook
shannwa02,Wally,Shannon
shantbi01,Billy,Shantz
shantbo01,Bobby,Shantz
sharmra01,Ralph,Sharman
sharodi01,Dick,Sharon
sharpbi01,Bill,Sharp
sharpbu01,Bud,Sharpe
sharpjo01,Josh,Sharpless
sharpmi01,Mike,Sharperson
sharrge01,George,Sharrott
sharrja01,Jack,Sharrott
sharsbi99,Bill,Sharsig
shaugsh01,Shag,Shaughnessy
shautjo01,Joe,Shaute
shaveje01,Jeff,Shaver
shavejo01,Jon,Shave
shawal01,Al,Shaw
shawal02,Al,Shaw
shawbe01,Ben,Shaw
shawbo01,Bob,Shaw
shawbr01,Bryan,Shaw
shawdo01,Don,Shaw
shawdu01,Dupee,Shaw
shawhu01,Hunky,Shaw
shawje01,Jeff,Shaw
shawji01,Jim,Shaw
shawkbo01,Bob,Shawkey
shawsa01,Sam,Shaw
shawtr01,Travis,Shaw
shayda01,Danny,Shay
shayma01,Marty,Shay
sheafda01,Danny,Sheaffer
sheage01,Gerry,Shea
sheajo01,John,Shea
shealal01,Al,Shealy
shealry01,Ryan,Shealy
sheame01,Merv,Shea
sheami01,Mike,Shea
sheana01,Nap,Shea
sheanda01,Dave,Shean
sheare01,Red,Shea
shearge01,George,Shears
shearjo01,John,Shearon
shearra01,Ray,Shearer
shearto01,Tom,Shearn
sheasp01,Spec,Shea
sheast01,Steve,Shea
sheckji01,Jimmy,Sheckard
sheehbi01,Biff,Sheehan
sheehja01,Jack,Sheehan
sheehji01,Jim,Sheehan
sheehto01,Tommy,Sheehan
sheehto02,Tom,Sheehan
sheelbu01,Bud,Sheely
sheelea01,Earl,Sheely
sheerch01,Chuck,Sheerin
sheetan01,Andy,Sheets
sheetbe01,Ben,Sheets
sheetla01,Larry,Sheets
sheffga01,Gary,Sheffield
shelbjo01,John,Shelby
sheldbo01,Bob,Sheldon
sheldro01,Rollie,Sheldon
sheldsc01,Scott,Sheldon
shellfr01,Frank,Shellenback
shellhu01,Hugh,Shelley
shellji01,Jim,Shellenback
shellst01,Steven,Shell
sheltbe01,Ben,Shelton
sheltch01,Chris,Shelton
sheltsk01,Skeeter,Shelton
shemost01,Steve,Shemo
shepabe01,Bert,Shepard
shepaja01,Jack,Shepard
shepala99,Larry,Shepard
shepara01,Ray,Shepardson
shephke01,Keith,Shepherd
shephro01,Ron,Shepherd
sheppjo01,John,Sheppard
sherdbi01,Bill,Sherdel
sheri01,NA,Sheridan
sherine01,Neill,Sheridan
sheripa01,Pat,Sheridan
sherire01,Red,Sheridan
sheriro01,Roy,Sherid
sherled01,Ed,Sherling
sherlmo01,Monk,Sherlock
sherlvi01,Vince,Sherlock
shermda01,Dan,Sherman
shermda02,Darrell,Sherman
shermjo01,Joe,Sherman
sherrde01,Dennis,Sherrill
sherrfr01,Fred,Sherry
sherrge01,George,Sherrill
sherrla01,Larry,Sherry
sherrno01,Norm,Sherry
sherrti01,Tim,Sherrill
shetrba01,Barry,Shetrone
shettbi99,Bill,Shettsline
shetzjo01,John,Shetzline
shevlji01,Jimmy,Shevlin
shielbe01,Ben,Shields
shielch01,Charlie,Shields
shielja01,Jason,Shiell
shielja02,James,Shields
shielpe01,Pete,Shields
shielsc01,Scot,Shields
shielst01,Steve,Shields
shielto01,Tommy,Shields
shielvi01,Vince,Shields
shiffga01,Garland,Shifflett
shiffst01,Steve,Shifflett
shillji01,Jim,Shilling
shinagi01,Ginger,Shinault
shinaza01,Zak,Shinall
shindbi01,Billy,Shindle
shinera01,Razor,Shines
shinjts01,Tsuyoshi,Shinjo
shinnra01,Ralph,Shinners
shinnti01,Tim,Shinnick
shipada01,Dave,Shipanoff
shipkbi01,Bill,Shipke
shiplcr01,Craig,Shipley
shipljo01,Joe,Shipley
shirear01,Art,Shires
shiredu01,Duke,Shirey
shirlba01,Bart,Shirley
shirlbo01,Bob,Shirley
shirlmu01,Mule,Shirley
shirlst01,Steve,Shirley
shirlte01,Tex,Shirley
shiveiv01,Ivey,Shiver
shochge01,George,Shoch
shockco01,Costen,Shockley
shockur01,Urban,Shocker
shoemch01,Charlie,Shoemaker
shoemma01,Matt,Shoemaker
shoffmi01,Milt,Shoffner
shofnst01,Strick,Shofner
shokeed01,Eddie,Shokes
shookra01,Ray,Shook
shoopro01,Ron,Shoop
shopato01,Tom,Shopay
shoppke01,Kelly,Shoppach
shorebi01,Bill,Shores
shoreer01,Ernie,Shore
shorera01,Ray,Shore
shortbi01,Bill,Short
shortch01,Chick,Shorten
shortch02,Chris,Short
shortda01,Dave,Short
shortri01,Rick,Short
shottbu01,Burt,Shotton
shouncl01,Clyde,Shoun
shoupjo01,John,Shoup
shousbr01,Brian,Shouse
shovljo01,John,Shovlin
showabu99,Buck,Showalter
shower01,Eric,Show
shrevch01,Chasen,Shreve
shrevle01,Lev,Shreve
shrivha01,Harry,Shriver
shubage01,George,Shuba
shuckja01,J. B.,Shuck
shueypa01,Paul,Shuey
shugafr01,Frank,Shugart
shultto01,Toots,Shultz
shumaan01,Anthony,Shumaker
shumaha01,Harry,Shuman
shumpte01,Terry,Shumpert
shupevi01,Vince,Shupe
sickied01,Ed,Sicking
siddajo01,Joe,Siddall
siebedi01,Dick,Siebert
siebeno01,Norm,Siebern
siebepa01,Paul,Siebert
siebeso01,Sonny,Siebert
siebldw01,Dwight,Siebler
siefkfr01,Fred,Siefke
siegejo01,Fred,Siegel
siegljo01,Johnny,Siegle
siegrke01,Kevin,Siegrist
siemeos01,Oscar,Siemer
sierrca01,Candy,Sierra
sierrmo01,Moises,Sierra
sierrru01,Ruben,Sierra
sieveed01,Ed,Siever
sievero01,Roy,Sievers
siffefr01,Frank,Siffell
sigaffr01,Frank,Sigafoos
siglipa01,Paddy,Siglin
sigmatr01,Tripp,Sigman
signewa01,Walter,Signer
sigsbse01,Seth,Sigsby
sikorbr01,Brian,Sikorski
silbeed01,Eddie,Silber
silched01,Ed,Silch
silvaca01,Carlos,Silva
silvada01,Danny,Silva
silvajo01,Jose,Silva
silvawa01,Walter,Silva
silveal01,Al,Silvera
silvech01,Charlie,Silvera
silveda01,Dave,Silvestri
silveke01,Ken,Silvestri
silvelu01,Luis,Silverio
silveto01,Tom,Silverio
simaal01,Al,Sima
simasbi01,Bill,Simas
simmoal01,Al,Simmons
simmoan01,Andrelton,Simmons
simmobr01,Brian,Simmons
simmocu01,Curt,Simmons
simmoha01,Hack,Simmons
simmojo01,Joe,Simmons
simmojo02,John,Simmons
simmole99,Lew,Simmons
simmone01,Nelson,Simmons
simmopa01,Pat,Simmons
simmosh01,Shae,Simmons
simmote01,Ted,Simmons
simmsmi01,Mike,Simms
simonal01,Alfredo,Simon
simondo01,Doug,Simons
simonha01,Hank,Simon
simonja01,Jason,Simontacchi
simonme01,Mel,Simons
simonmi01,Mike,Simon
simonra01,Randall,Simon
simonsy01,Syl,Simon
simpsal01,Allan,Simpson
simpsdi01,Dick,Simpson
simpsdu01,Duke,Simpson
simpsha01,Harry,Simpson
simpsjo01,Joe,Simpson
simpsma01,Marty,Simpson
simpsst01,Steve,Simpson
simpswa01,Wayne,Simpson
simsdu01,Duke,Sims
simsgr01,Greg,Sims
simspe01,Pete,Sims
sinatma01,Matt,Sinatro
sinclst01,Steve,Sinclair
sincobe01,Bert,Sincock
sinerho01,Hosea,Siner
singebi01,Bill,Singer
singlch01,Chris,Singleton
singldu01,Duane,Singleton
singlel01,Elmer,Singleton
singljo01,John,Singleton
singljo02,Jon,Singleton
singlke01,Ken,Singleton
singtfr01,Fred,Sington
sinkbbr01,Brett,Sinkbeil
sipekdi01,Dick,Sipek
sipinjo01,John,Sipin
sippto01,Tony,Sipp
sirotmi01,Mike,Sirotka
siscoan01,Andy,Sisco
siscost01,Steve,Sisco
siskdo01,Doug,Sisk
siskto01,Tommie,Sisk
sisleda01,Dave,Sisler
sisledi01,Dick,Sisler
sislege01,George,Sisler
sistisi01,Sibby,Sisti
sittoca01,Carl,Sitton
sivespe01,Pete,Sivess
siwyji01,Jim,Siwy
sixsmed01,Ed,Sixsmith
sizemgr01,Grady,Sizemore
sizemsc01,Scott,Sizemore
sizemte01,Ted,Sizemore
skafffr01,Frank,Skaff
skaggda01,Dave,Skaggs
skaggty01,Tyler,Skaggs
skalsjo01,Joe,Skalski
skaugda01,Dave,Skaugstad
skeelda01,Dave,Skeels
sketcbu01,Bud,Sketchley
skidmro01,Roe,Skidmore
skiffbi01,Bill,Skiff
skinnal01,Al,Skinner
skinnbo01,Bob,Skinner
skinnca01,Camp,Skinner
skinnjo01,Joel,Skinner
skipwky01,Kyle,Skipworth
skizalo01,Lou,Skizas
skokcr01,Craig,Skok
skopejo01,John,Skopec
skowrbi01,Bill,Skowron
skrmema01,Matt,Skrmetta
skubebo01,Bob,Skube
sladear01,Art,Sladen
sladego01,Gordon,Slade
slaglji01,Jimmy,Slagle
slagljo01,John,Slagle
slaglro01,Roger,Slagle
slaglwa01,Walt,Slagle
slamaan01,Anthony,Slama
slapncy01,Cy,Slapnicka
slappjo01,John,Slappey
slatedo01,Doug,Slaten
slatoji01,Jim,Slaton
slattja01,Jack,Slattery
slattmi01,Mike,Slattery
slattph01,Phil,Slattery
slaugba01,Barney,Slaughter
slaugdo01,Don,Slaught
slaugen01,Enos,Slaughter
slaugst01,Sterling,Slaughter
slaybbi01,Bill,Slayback
slaybsc01,Scottie,Slayback
slaytst01,Steve,Slayton
sleatlo01,Lou,Sleater
sledgte01,Terrmel,Sledge
sloanbr01,Bruce,Sloan
sloanto01,Tod,Sloan
sloatle01,Lefty,Sloat
slocubr01,Brian,Slocum
slocuhe01,Heathcliff,Slocumb
slocuro01,Ron,Slocum
sloweke01,Kevin,Slowey
slusajo01,Joe,Slusarski
smajscr01,Craig,Smajstrla
smallaa01,Aaron,Small
smallch01,Charlie,Small
smallha01,Hank,Small
smallji01,Jim,Small
smallma01,Mark,Small
smallro01,Roy,Smalley
smallro02,Roy,Smalley
smallwa01,Walt,Smallwood
smallwi01,Will,Smalley
smartjd01,J. D.,Smart
smazajo01,Joe,Smaza
smilebi01,Bill,Smiley
smilejo01,John,Smiley
smith01,NA,Smith
smithal01,Aleck,Smith
smithal02,Al,Smith
smithal03,Al,Smith
smithal04,Al,Smith
smithar01,Art,Smith
smithbe01,Bernie,Smith
smithbi01,Bill,Smith
smithbi02,Bill,Smith
smithbi03,Billy,Smith
smithbi04,Bill,Smith
smithbi05,Billy,Smith
smithbi06,Billy,Smith
smithbo01,Bob,Smith
smithbo02,Bob,Smith
smithbo03,Bob,Smith
smithbo04,Bobby,Smith
smithbo05,Bob,Smith
smithbo06,Bob,Smith
smithbr01,Bryn,Smith
smithbr02,Brick,Smith
smithbr03,Brian,Smith
smithbu01,Bull,Smith
smithbu02,Bud,Smith
smithbu03,Burch,Smith
smithca01,Carr,Smith
smithca02,Carson,Smith
smithch01,Charlie,Smith
smithch02,Charlie,Smith
smithch03,Chick,Smith
smithch04,Charley,Smith
smithch05,Chris,Smith
smithch06,Chuck,Smith
smithch07,Chris,Smith
smithch08,Chad,Smith
smithcl01,Clay,Smith
smithda01,Dave,Smith
smithda02,Dave,Smith
smithda03,Dave,Smith
smithda04,Dar,Smith
smithda05,Dan,Smith
smithda06,Dan,Smith
smithdi01,Dick,Smith
smithdi02,Dick,Smith
smithdi03,Dick,Smith
smithdo01,Doug,Smith
smithdw01,Dwight,Smith
smithea01,Earl,Smith
smithea02,Earl,Smith
smithea03,Earl,Smith
smithed01,Edgar,Smith
smithed02,Edgar,Smith
smithed03,Ed,Smith
smithed04,Eddie,Smith
smithed05,Ed,Smith
smithel01,Mike,Smith
smithel02,Elmer,Smith
smither01,Ernie,Smith
smithfr01,Frank,Smith
smithfr02,Fred,Smith
smithfr03,Frank,Smith
smithfr04,Fred,Smith
smithfr05,Fred,Smith
smithfr06,Frank,Smith
smithge01,Germany,Smith
smithge02,George,Smith
smithge03,George,Smith
smithge04,George,Smith
smithgr01,Greg,Smith
smithgr02,Greg,Smith
smithha01,Harry,Smith
smithha02,Harvey,Smith
smithha03,Harry,Smith
smithha04,Happy,Smith
smithha05,Harry,Smith
smithha06,Harry,Smith
smithha07,Hal,Smith
smithha08,Hal,Smith
smithha09,Hal,Smith
smithhe01,Heinie,Smith
smithhi99,Hilton,Smith
smithja01,Jake,Smith
smithja02,Jack,Smith
smithja03,Jack,Smith
smithja04,Jack,Smith
smithja05,Jason,Smith
smithji01,Jimmy,Smith
smithji02,Jim,Smith
smithjo01,John,Smith
smithjo02,John,Smith
smithjo03,Joe,Smith
smithjo04,John,Smith
smithjo05,Joe,Smith
smithjo06,Jordan,Smith
smithjo07,Josh,Smith
smithju01,Jud,Smith
smithke01,Keith,Smith
smithke02,Ken,Smith
smithke03,Keith,Smith
smithkl01,Klondike,Smith
smithl01,Lewis,Smith
smithle01,Leo,Smith
smithle02,Lee,Smith
smithlo01,Lonnie,Smith
smithma01,Mayo,Smith
smithma02,Mark,Smith
smithma03,Mark,Smith
smithma04,Matt,Smith
smithmi01,Mike,Smith
smithmi02,Milt,Smith
smithmi03,Mike,Smithson
smithmi04,Mike,Smith
smithmi05,Mike,Smith
smithmi06,Mike,Smith
smithna01,Nate,Smith
smithol01,Ollie,Smith
smithoz01,Ozzie,Smith
smithpa01,Paul,Smith
smithpa02,Paddy,Smith
smithpa03,Paul,Smith
smithpe01,Pete,Smith
smithpe02,Pete,Smith
smithph01,Phenomenal,Smith
smithpo01,Pop,Smith
smithpo02,Pop-boy,Smith
smithra01,Ray,Smith
smithre01,Rex,Smith
smithre02,Red,Smith
smithre03,Red,Smith
smithre04,Red,Smith
smithre05,Red,Smith
smithre06,Reggie,Smith
smithro01,Roy,Smith
smithro02,Roger,Smithberg
smithro03,Roy,Smith
smithru01,Rufus,Smith
smithse01,Seth,Smith
smithsh01,Sherry,Smith
smithsk01,Skyrocket,Smith
smithst01,Stub,Smith
smithst02,Stephen,Smitherman
smithsy01,Syd,Smith
smithto01,Tom,Smith
smithto02,Tom,Smith
smithto03,Tony,Smith
smithto04,Tommy,Smith
smithtr01,Travis,Smith
smithvi01,Vinnie,Smith
smithwa01,Wally,Smith
smithwi01,Wib,Smith
smithwi02,Willie,Smith
smithwi03,Willie,Smith
smithwi04,Will,Smith
smithza01,Zane,Smith
smoakju01,Justin,Smoak
smolija01,Jake,Smolinski
smollle01,Lefty,Smoll
smoltjo01,John,Smoltz
smootho01,Homer,Smoot
smoyehe01,Henry,Smoyer
smykafr01,Frank,Smykal
smylydr01,Drew,Smyly
smyrecl01,Clancy,Smyres
smythha01,Harry,Smythe
smythre01,Red,Smyth
smythst01,Steve,Smyth
snarery01,Ryan,Snare
sneades01,Esix,Snead
sneedjo01,John,Sneed
snellch01,Charlie,Snell
snellch02,Chris,Snelling
snellia01,Ian,Snell
snellna01,Nate,Snell
snellwa01,Wally,Snell
snidedu01,Duke,Snider
snidetr01,Travis,Snider
snideva01,Van,Snider
snipero01,Roxy,Snipes
snodgch01,Chappie,Snodgrass
snodgfr01,Fred,Snodgrass
snodgsc01,Scott,Snodgress
snookfr01,Frank,Snook
snopech01,Chris,Snopek
snoveco01,Colonel,Snover
snowch01,Charlie,Snow
snowjt01,J. T.,Snow
snydebe01,Bernie,Snyder
snydebi01,Bill,Snyder
snydebr01,Brian,Snyder
snydebr02,Brad,Snyder
snydebr03,Brandon,Snyder
snydech01,Charles,Snyder
snydech02,Chris,Snyder
snydech03,Chubby,Snyder
snydeco01,Cooney,Snyder
snydeco02,Cory,Snyder
snydeea01,Earl,Snyder
snydefr01,Frank,Snyder
snydege01,George,Snyder
snydege02,Gene,Snyder
snydeja01,Jack,Snyder
snydeje01,Jerry,Snyder
snydeji01,Jim,Snyder
snydeji02,Jim,Snyder
snydejo01,Josh,Snyder
snydejo02,John,Snyder
snydeky01,Kyle,Snyder
snydepo01,Pop,Snyder
snydere01,Redleg,Snyder
snyderu01,Russ,Snyder
sobkosc01,Scott,Sobkowiak
sockach01,Chief,Sockalexis
socolmi01,Miguel,Socolovich
soddbi01,Bill,Sodd
soderer01,Eric,Soderholm
soderst01,Steve,Soderstrom
sodowcl01,Clint,Sodowsky
soffra01,Ray,Soff
sofieri01,Rick,Sofield
sogarer01,Eric,Sogard
sojolu01,Luis,Sojo
solaito01,Tony,Solaita
solando01,Donovan,Solano
solanjh01,Jhonatan,Solano
solanju01,Julio,Solano
solarya01,Yangervis,Solarte
soleral01,Alay,Soler
solerjo01,Jorge,Soler
solisal01,Ali,Solis
solisma01,Marcelino,Solis
solissa01,Sammy,Solis
solomed01,Eddie,Solomon
solommo01,Mose,Solomon
soltemo01,Moose,Solters
somered01,Ed,Somerville
somerjo01,Jock,Somerlott
sommean01,Andy,Sommerville
sommebi01,Bill,Sommers
sommejo01,Joe,Sommer
sommepe01,Andy,Sommers
sommeru01,Rudy,Sommers
songedo01,Don,Songer
sonnaan01,Andy,Sonnanstine
sorenla01,Lary,Sorensen
sorenza01,Zach,Sorensen
soriaal01,Alfonso,Soriano
soriajo01,Joakim,Soria
soriara01,Rafael,Soriano
sorrebi01,Billy,Sorrell
sorrech01,Chick,Sorrells
sorrepa01,Paul,Sorrento
sorrevi01,Vic,Sorrell
sosael01,Elias,Sosa
sosahe01,Henry,Sosa
sosajo01,Jose,Sosa
sosajo02,Jorge,Sosa
sosaju01,Juan,Sosa
sosasa01,Sammy,Sosa
sothede01,Denny,Sothern
sothoal01,Allan,Sothoron
sotoge01,Geovany,Soto
sotogi01,Giovanni,Soto
sotoma01,Mario,Soto
sotone01,Neftali,Soto
souchst01,Bud,Souchock
southbi01,Billy,Southworth
southbi02,Bill,Southworth
southcl01,Clyde,Southwick
souzama01,Mark,Souza
souzast01,Steven,Souza
sowdebi01,Bill,Sowders
sowdejo01,John,Sowders
sowdele01,Len,Sowders
sowerje01,Jeremy,Sowers
spadebo01,Bob,Spade
spahnwa01,Warren,Spahn
spaldal01,Al,Spalding
spalddi01,Dick,Spalding
spande01,Denard,Span
spangal01,Al,Spangler
spangco01,Cory,Spangenberg
spansbi01,Bill,Spanswick
sparkje01,Jeff,Sparks
sparkst01,Steve,Sparks
sparkst02,Steve,Sparks
sparktu01,Tully,Sparks
sparmjo01,Joe,Sparma
speakbo01,Bob,Speake
speaktr01,Tris,Speaker
spearna01,Nate,Spears
speckcl01,Cliff,Speck
speecby01,By,Speece
speedho01,Horace,Speed
speerfl01,Floyd,Speer
speerki01,Kid,Speer
spehrti01,Tim,Spehr
speiech01,Chris,Speier
speieju01,Justin,Speier
speiery01,Ryan,Speier
speigle01,Levale,Speigner
spenc01,NA,Spencer
spencbe01,Ben,Spencer
spencbo01,Bob,Spence
spencch01,Chet,Spencer
spencda01,Daryl,Spencer
spencge01,George,Spencer
spencgl01,Glenn,Spencer
spencha01,Hack,Spencer
spencha99,Harry,Spence
spencji01,Jim,Spencer
spencjo01,Josh,Spence
spencro01,Roy,Spencer
spencse01,Sean,Spencer
spencsh01,Shane,Spencer
spencst01,Stan,Spence
spencst02,Stan,Spencer
spencto01,Tom,Spencer
spenctu01,Tubby,Spencer
spencve01,Vern,Spencer
sperapa01,Paul,Speraw
sperbed01,Ed,Sperber
sperrro01,Rob,Sperring
sperrst01,Stan,Sperry
spicebo01,Bob,Spicer
spierbi01,Bill,Spiers
spiesha01,Harry,Spies
spiezed01,Ed,Spiezio
spiezsc01,Scott,Spiezio
spikech01,Charlie,Spikes
spilbry01,Ryan,Spilborghs
spillda01,Dan,Spillner
spilmha01,Harry,Spilman
spindha01,Hal,Spindel
spinksc01,Scipio,Spinks
spiveju01,Junior,Spivey
splitpa01,Paul,Splittorff
spognan01,Andy,Spognardi
spohral01,Al,Spohrer
spoljpa01,Paul,Spoljaric
spongca01,Karl,Spongberg
spoonka01,Karl,Spooner
spoonti01,Tim,Spooneybarger
spottji01,Jim,Spotts
spradje01,Jerry,Spradlin
spragch01,Charlie,Sprague
spraged01,Ed,Sprague
spraged02,Ed,Sprague
spragho01,Homer,Spragins
spratha01,Harry,Spratt
sprigge01,George,Spriggs
sprinbr01,Brad,Springer
sprinde01,Dennis,Springer
sprined01,Ed,Springer
springe01,George,Springer
sprinja01,Jack,Spring
sprinjo01,Joe,Sprinz
sprinru01,Russ,Springer
sprinst01,Steve,Springer
sproubo01,Bob,Sprout
sprouch01,Charlie,Sproull
sprowbo01,Bobby,Sprowl
spruize01,Zeke,Spruill
spurgfr01,Freddy,Spurgeon
spurgja01,Jay,Spurgeon
spurlch01,Chris,Spurling
spurned01,Ed,Spurney
squirmi01,Mike,Squires
stablge01,George,Stablein
stacked01,Eddie,Stack
staehma01,Marv,Staehle
